record_id,user_id,user_name,region,subscription_type,movie_id,title,genre,type,watch_time_minutes,duration_minutes,watch_date,rating,device,status
10221,U334,Aisha Khan,UAE,Free,M337,Narcos,Thriller,TV Show,40,54,2025-08-26,1,Tablet,Incomplete
10222,U131,Aarav Gupta,USA,Standard,M596,Game of Thrones,Drama,Movie,107,172,2025-09-29,5,Tablet,Incomplete
10223,U226,Noah Clark,Canada,Free,M361,The Mandalorian,Crime,TV Show,22,37,2025-09-11,3,Mobile,Incomplete
10224,U504,Isabella Thomas,USA,Standard,M321,Friends,Adventure,TV Show,39,48,2025-09-05,2,Smart TV,Incomplete
10225,U247,Mia Patel,UAE,Free,M380,Peaky Blinders,Sci-Fi,TV Show,23,23,2025-09-13,5,Laptop,Completed
10226,U333,Priya Nair,Australia,Free,M751,Wednesday,Crime,Movie,36,47,2025-08-25,4,Tablet,Incomplete
10227,U654,Arjun Mehra,Japan,Standard,M236,Avatar,Sci-Fi,TV Show,12,22,2025-08-12,3,Laptop,Incomplete
10228,U846,Meera Kapoor,India,Standard,M798,The Witcher,Comedy,TV Show,43,47,2025-09-13,4,Tablet,Completed
10229,U825,David Wilson,Japan,Premium,M861,The 100,Comedy,Movie,51,97,2025-08-15,4,Laptop,Incomplete
10230,U145,Rohan Singh,India,Standard,M936,Inception,Comedy,Movie,137,167,2025-08-10,1,Mobile,Incomplete
10231,U631,Harshit Tiwari,Japan,Premium,M434,Bridgerton,Comedy,Movie,25,28,2025-08-13,4,Mobile,Incomplete
10232,U897,David Wilson,Canada,Free,M415,Extraction,Sci-Fi,Movie,157,158,2025-09-10,2,Tablet,Completed
10233,U776,Sophia Hall,UK,Free,M295,Reacher,Adventure,TV Show,38,45,2025-08-10,1,Mobile,Incomplete
10234,U564,Harshit Tiwari,USA,Standard,M973,Loki,Action,Movie,28,42,2025-10-24,1,Smart TV,Incomplete
10235,U158,Neha Verma,Canada,Premium,M925,House of the Dragon,Adventure,TV Show,31,35,2025-09-12,1,Mobile,Incomplete
10236,U287,Emma Johnson,Australia,Standard,M930,Black Mirror,Sci-Fi,Movie,92,145,2025-10-21,5,Tablet,Incomplete
10237,U204,Benjamin Scott,UK,Premium,M399,Dune,Crime,Movie,92,105,2025-10-22,5,Laptop,Incomplete
10238,U594,Saanvi Jain,Japan,Standard,M483,Vikings,Sci-Fi,Movie,139,148,2025-09-21,4,Smart TV,Completed
10239,U574,Lily Martin,Canada,Premium,M940,Cobra Kai,Thriller,TV Show,47,54,2025-09-14,4,Laptop,Incomplete
10240,U936,Neha Verma,UAE,Standard,M168,House of the Dragon,Crime,Movie,53,87,2025-08-02,5,Laptop,Incomplete
10241,U173,Neha Verma,Japan,Free,M825,Extraction,Sci-Fi,Movie,26,48,2025-10-14,5,Smart TV,Incomplete
10242,U347,Arjun Mehra,USA,Premium,M330,Spider-Man: No Way Home,Comedy,TV Show,35,36,2025-08-22,5,Smart TV,Completed
10243,U223,Harshit Tiwari,India,Free,M443,Peaky Blinders,Romance,TV Show,12,25,2025-08-25,1,Smart TV,Incomplete
10244,U213,Priya Nair,USA,Premium,M945,The Witcher,Romance,Movie,108,109,2025-08-14,2,Tablet,Completed
10245,U905,David Wilson,UAE,Premium,M926,Stranger Things,Drama,TV Show,22,24,2025-08-23,1,Laptop,Completed
10246,U800,Ryan Moore,USA,Premium,M584,The 100,Romance,TV Show,43,57,2025-09-10,1,Smart TV,Incomplete
10247,U792,Neha Verma,UAE,Standard,M808,Lucifer,Comedy,Movie,94,156,2025-10-19,3,Mobile,Incomplete
10248,U696,Jack Anderson,Australia,Free,M777,The 100,Action,TV Show,17,34,2025-08-02,2,Tablet,Incomplete
10249,U990,Isabella Thomas,UAE,Premium,M809,Extraction,Thriller,Movie,112,135,2025-10-10,2,Laptop,Incomplete
10250,U655,Oliver Brown,Australia,Free,M135,The 100,Drama,TV Show,17,22,2025-09-12,3,Laptop,Incomplete
10251,U771,Aarav Gupta,Australia,Premium,M195,Dune,Drama,Movie,74,147,2025-08-07,3,Laptop,Incomplete
10252,U619,Neha Verma,USA,Standard,M809,Vikings,Crime,Movie,44,58,2025-10-30,5,Smart TV,Incomplete
10253,U540,Diya Reddy,Canada,Premium,M349,Sacred Games,Romance,TV Show,13,20,2025-10-18,3,Smart TV,Incomplete
10254,U576,Jack Anderson,UK,Free,M876,Money Heist,Fantasy,Movie,154,156,2025-10-14,3,Smart TV,Completed
10255,U206,Ella Turner,India,Standard,M334,Spider-Man: No Way Home,Adventure,Movie,65,83,2025-10-07,4,Tablet,Incomplete
10256,U642,Saanvi Jain,UK,Standard,M122,Vikings,Fantasy,Movie,54,54,2025-10-06,2,Tablet,Completed
10257,U506,David Wilson,UK,Free,M530,Money Heist,Comedy,Movie,64,120,2025-10-26,1,Laptop,Incomplete
10258,U555,Priya Nair,Australia,Free,M904,Avatar,Drama,Movie,149,166,2025-10-04,4,Laptop,Incomplete
10259,U867,Ethan Davis,Australia,Premium,M754,The Crown,Action,TV Show,29,30,2025-08-16,3,Mobile,Completed
10260,U849,Yash Garg,Canada,Free,M316,Money Heist,Thriller,Movie,37,56,2025-10-08,2,Tablet,Incomplete
10261,U820,Meera Kapoor,Japan,Premium,M956,Inception,Drama,TV Show,35,48,2025-10-28,1,Mobile,Incomplete
10262,U175,Ava White,USA,Premium,M296,Friends,Action,Movie,71,102,2025-08-23,2,Laptop,Incomplete
10263,U407,Sophia Hall,UK,Free,M475,Peaky Blinders,Adventure,Movie,88,116,2025-08-29,4,Mobile,Incomplete
10264,U325,Neha Verma,USA,Standard,M601,Squid Game,Sci-Fi,Movie,19,37,2025-09-04,2,Tablet,Incomplete
10265,U784,Priya Nair,USA,Free,M673,Loki,Action,Movie,68,110,2025-10-04,2,Laptop,Incomplete
10266,U807,Ethan Davis,UAE,Free,M848,Lucifer,Thriller,TV Show,48,60,2025-09-28,2,Mobile,Incomplete
10267,U520,Harshit Tiwari,UK,Premium,M585,Vikings,Adventure,Movie,54,65,2025-08-04,2,Smart TV,Incomplete
10268,U826,Rohan Singh,Japan,Free,M651,The Office,Drama,TV Show,42,42,2025-08-04,3,Tablet,Completed
10269,U892,Priya Nair,India,Standard,M704,Stranger Things,Action,Movie,21,33,2025-10-04,4,Smart TV,Incomplete
10270,U206,Arjun Mehra,UK,Premium,M749,The Crown,Adventure,Movie,66,81,2025-08-26,2,Mobile,Incomplete
10271,U280,Rohan Singh,Australia,Free,M443,Dune,Drama,Movie,17,31,2025-08-23,1,Mobile,Incomplete
10272,U267,Lucas Green,Australia,Standard,M914,Sacred Games,Crime,TV Show,15,28,2025-08-10,2,Smart TV,Incomplete
10273,U811,Charlotte Adams,Canada,Free,M210,The Mandalorian,Comedy,TV Show,18,22,2025-10-11,1,Smart TV,Incomplete
10274,U468,Yash Garg,UAE,Free,M909,The Boys,Sci-Fi,TV Show,21,27,2025-08-26,3,Smart TV,Incomplete
10275,U210,David Wilson,Australia,Standard,M762,Inception,Fantasy,TV Show,49,60,2025-10-13,3,Smart TV,Incomplete
10276,U149,Saanvi Jain,Canada,Free,M428,Stranger Things,Sci-Fi,TV Show,40,59,2025-10-27,5,Laptop,Incomplete
10277,U623,Sophia Hall,USA,Standard,M362,Interstellar,Fantasy,Movie,77,112,2025-10-23,5,Laptop,Incomplete
10278,U974,Mia Patel,India,Standard,M948,The Flash,Thriller,TV Show,24,36,2025-09-04,4,Smart TV,Incomplete
10279,U785,Raj Sharma,USA,Free,M643,Reacher,Thriller,TV Show,32,49,2025-08-28,4,Tablet,Incomplete
10280,U101,Charlotte Adams,UAE,Standard,M683,Money Heist,Action,Movie,34,47,2025-10-30,3,Smart TV,Incomplete
10281,U738,Ella Turner,Australia,Standard,M756,Vikings,Comedy,TV Show,40,44,2025-10-17,3,Smart TV,Completed
10282,U406,Ava White,Japan,Standard,M185,Dark,Thriller,TV Show,44,47,2025-10-01,1,Mobile,Completed
10283,U879,Rohan Singh,Canada,Standard,M469,Interstellar,Adventure,TV Show,22,24,2025-09-03,2,Mobile,Completed
10284,U314,Emma Johnson,UK,Free,M610,Extraction,Thriller,Movie,83,144,2025-10-27,5,Laptop,Incomplete
10285,U350,Priya Nair,India,Free,M836,Narcos,Sci-Fi,Movie,101,137,2025-08-31,4,Laptop,Incomplete
10286,U840,Diya Reddy,Japan,Free,M711,Peaky Blinders,Adventure,TV Show,37,60,2025-08-02,2,Smart TV,Incomplete
10287,U704,Mia Patel,India,Premium,M923,Dark,Fantasy,TV Show,37,45,2025-08-08,4,Mobile,Incomplete
10288,U492,Neha Verma,USA,Premium,M925,Squid Game,Action,Movie,162,162,2025-10-09,5,Mobile,Completed
10289,U957,Noah Clark,USA,Standard,M483,Mirzapur,Adventure,Movie,116,118,2025-10-10,1,Tablet,Completed
10290,U885,Diya Reddy,Japan,Premium,M853,Bridgerton,Fantasy,TV Show,31,51,2025-08-07,1,Laptop,Incomplete
10291,U142,Aarav Gupta,Australia,Standard,M129,Vikings,Crime,Movie,44,72,2025-08-14,5,Smart TV,Incomplete
10292,U452,Aarav Gupta,Canada,Free,M814,Peaky Blinders,Action,Movie,87,148,2025-08-13,3,Laptop,Incomplete
10293,U627,Yash Garg,Japan,Premium,M427,Mirzapur,Romance,Movie,28,37,2025-10-17,4,Laptop,Incomplete
10294,U976,Mia Patel,India,Premium,M771,Game of Thrones,Sci-Fi,Movie,75,108,2025-08-09,2,Mobile,Incomplete
10295,U503,Mia Patel,UK,Standard,M175,Interstellar,Crime,Movie,105,119,2025-10-06,1,Smart TV,Incomplete
10296,U941,Sarah Lee,UK,Standard,M597,The Office,Romance,TV Show,27,29,2025-08-21,4,Mobile,Completed
10297,U269,David Wilson,Canada,Standard,M906,Reacher,Fantasy,TV Show,30,46,2025-09-15,2,Tablet,Incomplete
10298,U623,David Wilson,UAE,Free,M706,The Flash,Comedy,Movie,135,138,2025-08-22,4,Laptop,Completed
10299,U717,Yash Garg,Japan,Standard,M237,Dark,Action,TV Show,15,23,2025-09-29,3,Laptop,Incomplete
10300,U227,Jack Anderson,Australia,Standard,M742,Friends,Sci-Fi,TV Show,23,29,2025-09-23,2,Mobile,Incomplete
10301,U254,Arnav Joshi,Canada,Free,M774,The Flash,Sci-Fi,Movie,133,169,2025-09-12,4,Smart TV,Incomplete
10302,U782,Ethan Davis,UAE,Standard,M485,Narcos,Crime,Movie,44,44,2025-08-07,1,Tablet,Completed
10303,U921,Meera Kapoor,India,Premium,M930,Vikings,Sci-Fi,TV Show,45,50,2025-08-25,3,Smart TV,Completed
10304,U402,Jack Anderson,Australia,Free,M764,The Office,Crime,TV Show,22,44,2025-09-30,3,Tablet,Incomplete
10305,U972,Ryan Moore,USA,Free,M354,Black Mirror,Romance,Movie,122,157,2025-08-30,1,Tablet,Incomplete
10306,U153,Jack Anderson,Canada,Standard,M184,Wednesday,Fantasy,Movie,35,59,2025-09-09,1,Mobile,Incomplete
10307,U415,Aarav Gupta,Japan,Premium,M668,Mirzapur,Fantasy,TV Show,36,37,2025-08-21,4,Tablet,Completed
10308,U323,Meera Kapoor,Canada,Free,M970,Extraction,Crime,TV Show,18,30,2025-09-03,4,Mobile,Incomplete
10309,U200,Diya Reddy,Japan,Standard,M489,Jawan,Comedy,TV Show,44,45,2025-08-31,4,Laptop,Completed
10310,U277,Ethan Davis,Canada,Free,M629,The 100,Thriller,Movie,49,70,2025-08-09,5,Smart TV,Incomplete
10311,U773,Priya Nair,UK,Standard,M121,Loki,Fantasy,Movie,40,71,2025-10-29,2,Tablet,Incomplete
10312,U112,Charlotte Adams,Australia,Free,M688,The 100,Adventure,TV Show,25,46,2025-09-06,1,Smart TV,Incomplete
10313,U699,Raj Sharma,USA,Free,M110,The 100,Drama,Movie,108,151,2025-09-06,2,Mobile,Incomplete
10314,U407,Ava White,Japan,Premium,M693,Narcos,Fantasy,TV Show,32,46,2025-10-21,2,Laptop,Incomplete
10315,U603,Sarah Lee,India,Premium,M377,Dune,Comedy,Movie,43,73,2025-10-11,4,Mobile,Incomplete
10316,U169,Meera Kapoor,Japan,Premium,M176,Extraction,Fantasy,TV Show,53,53,2025-10-09,2,Tablet,Completed
10317,U794,Meera Kapoor,USA,Premium,M772,Peaky Blinders,Adventure,TV Show,25,35,2025-09-21,3,Laptop,Incomplete
10318,U138,Sarah Lee,Japan,Free,M270,Interstellar,Action,Movie,124,168,2025-10-09,2,Smart TV,Incomplete
10319,U715,Ryan Moore,India,Standard,M991,Reacher,Action,Movie,92,105,2025-08-05,4,Mobile,Incomplete
10320,U761,Priya Nair,Australia,Free,M857,Reacher,Romance,TV Show,35,51,2025-08-21,2,Smart TV,Incomplete
10321,U799,Saanvi Jain,Japan,Standard,M450,Money Heist,Adventure,Movie,72,110,2025-10-15,3,Smart TV,Incomplete
10322,U114,Arnav Joshi,Japan,Standard,M460,Reacher,Action,TV Show,51,54,2025-08-20,5,Laptop,Completed
10323,U879,Diya Reddy,Japan,Premium,M638,Stranger Things,Action,Movie,56,58,2025-10-14,1,Tablet,Completed
10324,U114,Isabella Thomas,Japan,Premium,M221,Breaking Bad,Fantasy,TV Show,19,20,2025-09-25,4,Smart TV,Completed
10325,U966,Noah Clark,India,Free,M749,The Boys,Thriller,Movie,87,121,2025-09-24,1,Smart TV,Incomplete
10326,U386,Mia Patel,India,Premium,M414,Stranger Things,Thriller,TV Show,28,51,2025-10-21,5,Tablet,Incomplete
10327,U775,Neha Verma,India,Premium,M475,The Boys,Adventure,TV Show,32,55,2025-09-03,3,Tablet,Incomplete
10328,U518,Rohan Singh,Australia,Free,M786,Narcos,Sci-Fi,TV Show,24,40,2025-10-09,4,Smart TV,Incomplete
10329,U411,Neha Verma,UK,Premium,M354,The Crown,Romance,Movie,71,83,2025-09-16,2,Tablet,Incomplete
10330,U383,Saanvi Jain,India,Standard,M584,Dark,Thriller,Movie,27,28,2025-09-26,2,Smart TV,Completed
10331,U740,Charlotte Adams,India,Premium,M910,Cobra Kai,Fantasy,TV Show,43,55,2025-09-11,1,Laptop,Incomplete
10332,U289,Aisha Khan,USA,Free,M405,The Office,Thriller,Movie,35,67,2025-10-17,2,Laptop,Incomplete
10333,U572,Charlotte Adams,India,Free,M591,Game of Thrones,Thriller,TV Show,19,30,2025-08-14,2,Laptop,Incomplete
10334,U906,Priya Nair,USA,Standard,M399,The Flash,Comedy,TV Show,42,43,2025-09-20,3,Mobile,Completed
10335,U671,Oliver Brown,UK,Premium,M995,Jawan,Sci-Fi,TV Show,24,24,2025-09-10,1,Laptop,Completed
10336,U413,Priya Nair,India,Premium,M740,Dark,Sci-Fi,Movie,38,54,2025-10-30,1,Laptop,Incomplete
10337,U118,Ella Turner,Japan,Free,M399,Mirzapur,Thriller,Movie,98,98,2025-09-02,2,Tablet,Completed
10338,U102,Arnav Joshi,India,Premium,M479,House of the Dragon,Sci-Fi,TV Show,17,20,2025-10-26,3,Tablet,Incomplete
10339,U788,Raj Sharma,UK,Standard,M235,Squid Game,Thriller,TV Show,36,55,2025-09-20,4,Mobile,Incomplete
10340,U789,Arnav Joshi,Australia,Premium,M561,Narcos,Thriller,Movie,127,175,2025-09-21,1,Tablet,Incomplete
10341,U498,Raj Sharma,Australia,Standard,M727,Avatar,Comedy,TV Show,15,24,2025-08-26,4,Mobile,Incomplete
10342,U607,Ryan Moore,Canada,Free,M512,Dark,Thriller,TV Show,31,35,2025-10-09,3,Smart TV,Incomplete
10343,U846,Neha Verma,UK,Standard,M287,Stranger Things,Thriller,TV Show,24,39,2025-10-13,2,Laptop,Incomplete
10344,U100,Mia Patel,USA,Premium,M889,Black Mirror,Comedy,Movie,50,101,2025-08-12,5,Laptop,Incomplete
10345,U692,Diya Reddy,UAE,Premium,M696,The Mandalorian,Sci-Fi,TV Show,37,39,2025-09-07,2,Mobile,Completed
10346,U864,Lucas Green,UAE,Premium,M421,House of the Dragon,Sci-Fi,TV Show,38,51,2025-10-19,4,Mobile,Incomplete
10347,U134,Raj Sharma,USA,Standard,M602,Bridgerton,Adventure,Movie,132,149,2025-09-25,1,Mobile,Incomplete
10348,U639,Priya Nair,India,Premium,M465,Extraction,Drama,TV Show,25,39,2025-08-21,3,Smart TV,Incomplete
10349,U810,Lily Martin,Australia,Standard,M442,The Witcher,Thriller,TV Show,47,52,2025-08-09,4,Smart TV,Completed
10350,U351,Jack Anderson,UAE,Premium,M927,Black Mirror,Fantasy,Movie,94,103,2025-08-11,5,Tablet,Completed
10351,U581,Ella Turner,UK,Standard,M824,Wednesday,Thriller,TV Show,36,53,2025-10-26,4,Smart TV,Incomplete
10352,U232,Diya Reddy,Australia,Premium,M717,Avatar,Thriller,Movie,58,84,2025-08-27,5,Smart TV,Incomplete
10353,U926,Aarav Gupta,UAE,Free,M229,The Flash,Thriller,Movie,81,111,2025-08-14,2,Laptop,Incomplete
10354,U453,Meera Kapoor,UAE,Standard,M983,Jawan,Adventure,Movie,118,122,2025-10-25,4,Tablet,Completed
10355,U509,Ethan Davis,Japan,Standard,M635,The Mandalorian,Sci-Fi,TV Show,33,54,2025-10-16,1,Laptop,Incomplete
10356,U785,Benjamin Scott,UK,Free,M262,Wednesday,Adventure,Movie,27,32,2025-10-03,3,Tablet,Incomplete
10357,U632,Noah Clark,Canada,Premium,M106,Lucifer,Romance,Movie,98,178,2025-08-05,2,Laptop,Incomplete
10358,U274,Priya Nair,Australia,Free,M433,Bridgerton,Sci-Fi,TV Show,15,24,2025-10-03,1,Smart TV,Incomplete
10359,U835,Lucas Green,UK,Free,M941,The Witcher,Crime,Movie,81,113,2025-08-09,4,Mobile,Incomplete
10360,U998,Charlotte Adams,UAE,Standard,M278,Sacred Games,Sci-Fi,Movie,63,94,2025-08-20,5,Mobile,Incomplete
10361,U812,Aisha Khan,Canada,Standard,M671,Dark,Comedy,Movie,93,159,2025-10-13,5,Tablet,Incomplete
10362,U135,Charlotte Adams,UAE,Premium,M244,The Mandalorian,Crime,Movie,153,172,2025-08-09,2,Tablet,Incomplete
10363,U190,Emma Johnson,UK,Free,M868,Reacher,Drama,TV Show,22,41,2025-10-19,2,Laptop,Incomplete
10364,U971,Jack Anderson,UK,Standard,M660,Mirzapur,Adventure,Movie,65,101,2025-10-17,2,Smart TV,Incomplete
10365,U383,Rohan Singh,Australia,Premium,M673,Jawan,Fantasy,TV Show,17,32,2025-09-29,5,Laptop,Incomplete
10366,U151,Aisha Khan,Canada,Free,M203,Avatar,Action,Movie,101,159,2025-09-09,3,Laptop,Incomplete
10367,U788,Aisha Khan,USA,Standard,M933,Money Heist,Adventure,Movie,41,55,2025-08-11,4,Smart TV,Incomplete
10368,U554,Priya Nair,UAE,Free,M238,Cobra Kai,Action,Movie,53,58,2025-09-25,2,Laptop,Completed
10369,U848,Ava White,USA,Free,M154,Breaking Bad,Crime,TV Show,49,60,2025-08-10,3,Laptop,Incomplete
10370,U500,Emma Johnson,Japan,Standard,M646,Narcos,Action,TV Show,36,45,2025-10-21,5,Mobile,Incomplete
10371,U536,Saanvi Jain,Japan,Premium,M575,Friends,Action,TV Show,35,52,2025-09-29,4,Laptop,Incomplete
10372,U577,Isabella Thomas,UK,Free,M194,Wednesday,Fantasy,Movie,28,44,2025-08-27,2,Mobile,Incomplete
10373,U851,Aarav Gupta,UK,Free,M590,The Flash,Fantasy,Movie,102,119,2025-10-07,5,Mobile,Incomplete
10374,U413,Mia Patel,India,Free,M249,Inception,Fantasy,Movie,74,138,2025-09-18,1,Laptop,Incomplete
10375,U444,Jack Anderson,Australia,Standard,M458,Mirzapur,Sci-Fi,Movie,50,87,2025-08-14,1,Smart TV,Incomplete
10376,U429,David Wilson,India,Standard,M979,Sacred Games,Drama,Movie,101,112,2025-09-28,3,Mobile,Completed
10377,U759,Priya Nair,UAE,Free,M456,Wednesday,Adventure,Movie,103,113,2025-09-09,5,Mobile,Completed
10378,U398,Lily Martin,USA,Premium,M222,Sacred Games,Fantasy,TV Show,34,57,2025-10-09,3,Laptop,Incomplete
10379,U104,Benjamin Scott,Japan,Premium,M911,Dune,Adventure,TV Show,39,46,2025-08-31,4,Mobile,Incomplete
10380,U905,Mia Patel,Japan,Free,M554,Narcos,Thriller,TV Show,21,38,2025-10-20,4,Tablet,Incomplete
10381,U972,Neha Verma,Japan,Premium,M719,Spider-Man: No Way Home,Fantasy,Movie,61,106,2025-08-22,4,Tablet,Incomplete
10382,U606,Sophia Hall,Japan,Standard,M812,Peaky Blinders,Crime,TV Show,18,27,2025-10-29,2,Tablet,Incomplete
10383,U421,Isabella Thomas,Canada,Standard,M970,Extraction,Adventure,TV Show,21,38,2025-09-11,4,Smart TV,Incomplete
10384,U582,Ava White,Canada,Premium,M683,Friends,Drama,Movie,127,176,2025-08-09,5,Tablet,Incomplete
10385,U449,Lily Martin,USA,Free,M403,Jawan,Romance,Movie,46,61,2025-09-18,5,Laptop,Incomplete
10386,U620,Arnav Joshi,UAE,Premium,M874,The Office,Sci-Fi,TV Show,21,24,2025-09-07,4,Laptop,Incomplete
10387,U310,David Wilson,UK,Free,M998,Cobra Kai,Fantasy,TV Show,57,60,2025-10-02,1,Mobile,Completed
10388,U520,David Wilson,Japan,Premium,M189,Spider-Man: No Way Home,Fantasy,Movie,116,162,2025-08-27,5,Tablet,Incomplete
10389,U475,Mia Patel,Japan,Free,M179,The Boys,Adventure,Movie,119,129,2025-10-20,5,Smart TV,Completed
10390,U173,Saanvi Jain,UAE,Premium,M349,Money Heist,Action,Movie,83,93,2025-09-06,4,Laptop,Incomplete
10391,U849,Lily Martin,Canada,Standard,M684,The Mandalorian,Drama,Movie,113,118,2025-08-30,4,Mobile,Completed
10392,U363,David Wilson,Japan,Free,M760,Bridgerton,Sci-Fi,TV Show,11,21,2025-10-22,1,Smart TV,Incomplete
10393,U339,Aarav Gupta,India,Free,M927,The Witcher,Action,Movie,92,102,2025-09-04,3,Mobile,Completed
10394,U706,Oliver Brown,Australia,Premium,M485,Avatar,Crime,Movie,82,154,2025-09-21,1,Mobile,Incomplete
10395,U530,Charlotte Adams,Canada,Free,M781,Wednesday,Thriller,Movie,22,27,2025-08-17,3,Tablet,Incomplete
10396,U239,Benjamin Scott,India,Premium,M547,Lucifer,Comedy,TV Show,20,23,2025-09-09,1,Tablet,Incomplete
10397,U103,Benjamin Scott,UK,Standard,M488,Mirzapur,Action,TV Show,56,57,2025-09-28,3,Mobile,Completed
10398,U204,Rohan Singh,Canada,Standard,M231,The Witcher,Action,Movie,172,178,2025-08-12,1,Laptop,Completed
10399,U499,Harshit Tiwari,UAE,Free,M807,Narcos,Action,Movie,68,94,2025-09-01,4,Mobile,Incomplete
10400,U768,Aisha Khan,India,Premium,M366,Avatar,Action,Movie,83,123,2025-09-08,4,Mobile,Incomplete
10401,U146,Arnav Joshi,Canada,Premium,M848,The Mandalorian,Adventure,TV Show,30,37,2025-08-25,1,Tablet,Incomplete
10402,U637,Ryan Moore,India,Premium,M634,Black Mirror,Sci-Fi,TV Show,28,29,2025-09-22,1,Smart TV,Completed
10403,U432,Rohan Singh,India,Standard,M923,Stranger Things,Drama,TV Show,34,38,2025-08-10,2,Tablet,Incomplete
10404,U307,Mia Patel,UAE,Free,M595,Reacher,Crime,Movie,28,42,2025-08-23,1,Tablet,Incomplete
10405,U733,Sarah Lee,India,Premium,M625,Sacred Games,Crime,Movie,101,158,2025-09-15,5,Tablet,Incomplete
10406,U681,Mia Patel,USA,Premium,M745,Jawan,Fantasy,Movie,63,126,2025-09-18,3,Laptop,Incomplete
10407,U284,Priya Nair,UK,Standard,M207,Sacred Games,Comedy,Movie,54,87,2025-08-14,2,Mobile,Incomplete
10408,U338,Harshit Tiwari,UK,Free,M135,Reacher,Sci-Fi,Movie,78,82,2025-08-28,1,Laptop,Completed
10409,U485,Aarav Gupta,India,Premium,M950,Wednesday,Romance,TV Show,29,30,2025-09-04,5,Laptop,Completed
10410,U202,Isabella Thomas,Australia,Premium,M160,Reacher,Action,Movie,45,82,2025-08-18,4,Smart TV,Incomplete
10411,U160,Lucas Green,UK,Standard,M736,Dune,Thriller,Movie,150,151,2025-08-30,2,Smart TV,Completed
10412,U905,Sarah Lee,Japan,Standard,M971,The Crown,Drama,Movie,77,152,2025-08-11,2,Smart TV,Incomplete
10413,U752,David Wilson,Japan,Free,M380,Friends,Fantasy,Movie,129,178,2025-08-25,5,Smart TV,Incomplete
10414,U181,Arnav Joshi,India,Premium,M634,Vikings,Thriller,TV Show,14,24,2025-09-30,2,Mobile,Incomplete
10415,U559,Raj Sharma,Australia,Premium,M529,Reacher,Fantasy,Movie,34,66,2025-09-12,1,Tablet,Incomplete
10416,U443,Ethan Davis,India,Standard,M136,Dark,Action,TV Show,37,52,2025-08-05,2,Mobile,Incomplete
10417,U863,Arjun Mehra,Australia,Free,M723,House of the Dragon,Thriller,TV Show,22,28,2025-10-05,5,Mobile,Incomplete
10418,U868,Emma Johnson,Australia,Premium,M612,Friends,Comedy,TV Show,31,45,2025-09-09,1,Tablet,Incomplete
10419,U941,Sarah Lee,UK,Free,M938,Money Heist,Romance,Movie,135,151,2025-08-16,1,Tablet,Incomplete
10420,U553,Ella Turner,UK,Premium,M868,Inception,Crime,Movie,78,114,2025-08-10,1,Mobile,Incomplete
10421,U478,Oliver Brown,Australia,Free,M227,Wednesday,Crime,Movie,98,111,2025-09-13,5,Smart TV,Incomplete
10422,U795,Lily Martin,Canada,Premium,M866,The Mandalorian,Drama,TV Show,29,36,2025-09-03,4,Mobile,Incomplete
10423,U210,Yash Garg,India,Standard,M213,Squid Game,Comedy,Movie,68,116,2025-08-19,1,Mobile,Incomplete
10424,U784,Sophia Hall,India,Premium,M327,Avatar,Sci-Fi,Movie,118,172,2025-08-24,4,Mobile,Incomplete
10425,U945,Diya Reddy,USA,Standard,M495,Lucifer,Drama,Movie,153,163,2025-08-13,1,Laptop,Completed
10426,U754,Arjun Mehra,Australia,Premium,M270,Bridgerton,Thriller,Movie,78,115,2025-10-01,1,Smart TV,Incomplete
10427,U278,Yash Garg,Canada,Standard,M576,Vikings,Romance,Movie,63,95,2025-10-24,2,Smart TV,Incomplete
10428,U662,Ryan Moore,Australia,Free,M197,Dune,Thriller,TV Show,23,31,2025-09-04,5,Laptop,Incomplete
10429,U403,Rohan Singh,Australia,Standard,M506,Stranger Things,Action,Movie,146,146,2025-10-01,5,Tablet,Completed
10430,U405,Ella Turner,Canada,Standard,M788,Interstellar,Action,Movie,89,104,2025-10-16,5,Tablet,Incomplete
10431,U464,Oliver Brown,UAE,Premium,M587,The Office,Sci-Fi,Movie,72,88,2025-09-11,5,Laptop,Incomplete
10432,U365,Ryan Moore,India,Standard,M281,Inception,Comedy,TV Show,26,47,2025-09-24,2,Smart TV,Incomplete
10433,U523,Ella Turner,UK,Standard,M147,Interstellar,Romance,TV Show,25,49,2025-09-13,1,Mobile,Incomplete
10434,U596,Ava White,India,Free,M902,Cobra Kai,Crime,TV Show,16,22,2025-09-21,3,Smart TV,Incomplete
10435,U918,Ethan Davis,UAE,Free,M919,Bridgerton,Romance,Movie,124,148,2025-10-04,5,Laptop,Incomplete
10436,U486,David Wilson,UK,Premium,M770,The Witcher,Comedy,TV Show,27,53,2025-10-07,2,Laptop,Incomplete
10437,U338,Oliver Brown,Canada,Free,M826,The Office,Thriller,TV Show,20,23,2025-09-19,5,Laptop,Incomplete
10438,U164,Diya Reddy,UK,Standard,M427,Inception,Action,TV Show,49,53,2025-10-12,2,Mobile,Completed
10439,U495,Harshit Tiwari,India,Premium,M601,Inception,Drama,TV Show,34,60,2025-10-08,1,Laptop,Incomplete
10440,U490,Oliver Brown,Canada,Standard,M997,The Boys,Fantasy,Movie,61,100,2025-10-25,2,Tablet,Incomplete
10441,U682,Charlotte Adams,Canada,Premium,M379,Narcos,Romance,TV Show,18,24,2025-10-04,3,Laptop,Incomplete
